Run 1:Time(s),Run 1:Position(m),Run 1:Velocity(m/s),Run 1:Acceleration(m/s^2),Run 2:Time(s),Run 2:Position(m),Run 2:Velocity(m/s),Run 2:Acceleration(m/s^2),Run 3:Time(s),Run 3:Position(m),Run 3:Velocity(m/s),Run 3:Acceleration(m/s^2),Run 4:Time(s),Run 4:Position(m),Run 4:Velocity(m/s),Run 4:Acceleration(m/s^2),Run 5:Time(s),Run 5:Position(m),Run 5:Velocity(m/s),Run 5:Acceleration(m/s^2),Run 6:Time(s),Run 6:Position(m),Run 6:Velocity(m/s),Run 6:Acceleration(m/s^2),Run 7:Time(s),Run 7:Position(m),Run 7:Velocity(m/s),Run 7:Acceleration(m/s^2)
,,,,,,,,,,,,0.000000000000,0.473340000000,0.048591666667,-1.432276427470,0.000000000000,0.493062500000,-0.003334722222,0.287487461420,0.000000000000,0.495292000000,-0.003811111111,0.204847222222,0.000000000000,0.512099000000,-0.003334722222,0.196642746914
,,,,,,,,,,,,0.020000000000,0.475569500000,-0.008932291667,3.010314621910,0.020000000000,0.492891000000,0.002977430556,0.212224633488,0.020000000000,0.495120500000,0.000952777778,0.148474537037,0.020000000000,0.511927500000,0.001905555556,0.128889660494
,,,,,,,,,,,,0.040000000000,0.472825500000,-0.044875833333,16.214392071800,0.040000000000,0.493062500000,0.008575000000,0.065007233796,0.040000000000,0.495292000000,0.004573333333,0.050020833333,0.040000000000,0.512270500000,0.002000833333,0.070267361111
,,,,,,,,,,,,0.060000000000,0.472311000000,0.331090277778,38.289459201400,0.060000000000,0.493405500000,0.007622222222,-0.147713638117,0.060000000000,0.495463500000,0.001905555556,-0.009527777778,0.060000000000,0.511927500000,0.004287500000,0.026267554012
,,,,,,,,,,,,0.080000000000,0.474883500000,1.301018055560,56.345458236900,0.080000000000,0.493577000000,-0.002143750000,-0.157307581019,0.080000000000,0.495292000000,0.001905555556,0.030568287037,0.080000000000,0.512442000000,0.006193055556,-0.168456404321
,,,,,,,,,,,,0.100000000000,0.466994500000,4.095991666670,3.833739583330,0.100000000000,0.493062500000,-0.002143750000,-0.001984953704,0.100000000000,0.495463500000,0.004763888889,0.032685570988,0.100000000000,0.512442000000,-0.002858333333,-0.433513888889
,,,,,,,,,,,,0.120000000000,0.718928000000,3.189185416670,-114.530174576000,0.120000000000,0.493405500000,0.002143750000,-0.003969907407,0.120000000000,0.495635000000,0.001905555556,0.132661072531,0.120000000000,0.512099000000,-0.007860416667,-0.919364390432
,,,,,,,,,,,,0.140000000000,0.721843500000,-3.026498611110,-118.127572338000,0.140000000000,0.493405500000,-0.003096527778,0.018195408951,0.140000000000,0.495463500000,0.005240277778,0.425441743827,0.140000000000,0.512270500000,-0.025486805556,-1.923750964510
,,,,,,,,,,,,0.160000000000,0.476941500000,-4.205322916670,-1.610459104940,0.160000000000,0.493062500000,0.000714583333,0.104540895062,0.160000000000,0.495635000000,0.018102777778,0.672237654321,0.160000000000,0.512270500000,-0.094325000000,-2.346546103400
,,,,,,,,,,,,0.180000000000,0.468709500000,-1.509200000000,56.040205439800,0.180000000000,0.493405500000,0.004763888889,0.040691550926,0.180000000000,0.495806500000,0.044542361111,0.341081211420,0.180000000000,0.508326000000,-0.152444444444,-1.221408179010
,,,,,,,,,,,,0.200000000000,0.468538000000,-0.384684027778,40.918166473800,0.200000000000,0.493405500000,0.003096527778,-0.043668981482,0.200000000000,0.498036000000,0.043113194444,-0.475396412037,0.200000000000,0.504896000000,-0.151968055556,0.380118634259
,,,,,,,,,,,,0.220000000000,0.468538000000,0.002381944444,17.707441165100,0.220000000000,0.493577000000,-0.000476388889,0.016541280864,0.220000000000,0.498207500000,0.011433333333,-0.686793981481,0.220000000000,0.501637500000,-0.117429861111,1.165829475310
,,,,,,,,,,,,0.240000000000,0.467852000000,0.065741666667,3.488225308640,0.240000000000,0.493234000000,0.002143750000,0.158465470679,0.240000000000,0.497864500000,0.003811111111,-0.337442129630,0.240000000000,0.500608500000,-0.092657638889,1.285919174380
,,,,,,,,,,,,0.260000000000,0.473683000000,0.017150000000,-1.508564814810,0.260000000000,0.493577000000,0.008336805556,0.244149305556,0.260000000000,0.498207500000,0.003811111111,-0.152179783951,0.260000000000,0.498036000000,-0.071934722222,1.501617476850
,,,,,,,,,,,,0.280000000000,0.469910000000,-0.088846527778,-0.941860532407,0.280000000000,0.493748500000,0.010480555556,0.394674961420,0.280000000000,0.498207500000,-0.000476388889,-0.054255401235,0.280000000000,0.497178500000,-0.030250694444,1.590609567900
,,,,,,,,,,,,0.300000000000,0.465622500000,-0.018102777778,0.202465277778,0.300000000000,0.493920000000,0.017388194444,0.733771219136,0.300000000000,0.498036000000,0.000952777778,0.022826967593,0.300000000000,0.497178500000,-0.001190972222,1.371933834880
,,,,,,,,,,,,0.320000000000,0.471110500000,-0.018102777778,-1.012988040120,0.320000000000,0.493748500000,0.050259027778,0.565711805556,0.320000000000,0.498207500000,0.003572916667,-0.029774305556,0.320000000000,0.497350000000,0.018817361111,1.302460455250
