Time(s),Position(m),Velocity(m/s),Acceleration(m/s^2)
2.28,0.447958,0.0302506944,0.0542554012
2.3,0.4546465,0.0271541667,0.3930208333
2.32,0.4536175,-0.1483951389,17.0557146991
2.34,0.4453855,-0.1960340278,91.8133719136
2.36,0.441098,2.3943305556,186.882398727
2.38,0.450016,7.1784659722,232.938948688
2.4,0.4333805,21.7974118056,-110.934100116
2.42,2.197601,2.3745604167,-432.678885031
2.44,0.434924,-14.7718666667,11.7654822531
2.46,0.429779,14.6651555556,11.013515625
2.48,2.197601,-2.4710291667,-435.971923225
2.5,0.4320085,-22.1604201389,-111.269226466
2.52,0.424977,-7.3754527778,238.784968171
2.54,0.4282355,-2.2842847222,189.089005594
2.56,0.437668,0.1024236111,89.4741039738
2.58,0.433209,-0.0152444444,17.1979697145
2.6,0.4350955,-0.0633597222,1.3729263117
2.62,0.4306365,-0.0967069444,-0.4304041281
2.64,0.4299505,-0.0635979167,0.3774720293
2.66,0.4289215,-0.0645506944,0.2689612269
2.68,0.4272065,-0.0574048611,0.2120592207
2.7,0.4265205,-0.0507354167,-0.1009018133
2.72,0.425663,-0.0633597222,-0.301712963
2.74,0.4237765,-0.0690763889,-0.229923804
2.76,0.4227475,-0.0690763889,-0.2381944444
2.78,0.4213755,-0.0817006944,-0.0817139275
2.8,0.419146,-0.0786041667,0.3040287423
2.82,0.4179455,-0.0628833333,0.3377729552
2.84,0.416745,-0.0550229167,-0.0764207176
2.86,0.416059,-0.0616923611,-0.6037567515
2.88,0.41503,-0.0981361111,-0.2769010417
2.9,0.4110855,-0.0888465278,0.7317862654
2.92,0.4107425,-0.0474006944,0.8144926698
2.94,0.4100565,-0.04073125,0.1736834491
2.96,0.4093705,-0.0476388889,0.2312471065
2.98,0.40817,-0.0597868056,2.6343643904
3,0.406798,-0.0581194444,12.6520949074
3.02,0.4055975,0.2813076389,25.3604301698
3.04,0.4042255,0.97755,28.9055574846
3.06,0.406798,2.9233604167,-28.2190943287
3.08,0.6391805,-0.0585958333,-84.1613753858
3.1,0.404054,-3.02483125,-28.9945495756
3.12,0.401653,-1.1321381944,27.7082995756
3.14,0.395822,-0.4520930556,24.809605517
3.16,0.3970225,-0.1102840278,12.5025617284
3.18,0.3922205,-0.1262430556,3.3681356096
3.2,0.3908485,-0.0881319444,1.545617284
3.22,0.3894765,-0.0876555556,1.6918422068
3.24,0.3853605,0.0002381944,1.4040239198
3.26,0.392049,-0.0181027778,0.3351263503
3.28,0.383817,-0.0119097222,0.1574729938
3.3,0.390334,0.0300125,-1.5264293982
3.32,0.3891335,-0.0905138889,-2.1880806327
3.34,0.3850175,-0.13505625,0.3046903935
3.36,0.3802155,-0.0404930556,1.2812876157
3.38,0.385532,-0.0221520833,-0.3030362654
3.4,0.3812445,-0.0862263889,-0.6689293981
3.42,0.3802155,-0.0764604167,0.1048717207
3.44,0.378329,-0.0728875,1.033830054
3.46,0.3764425,-0.0307270833,3.2860908565
3.48,0.378672,-0.0593104167,17.838117284
3.5,0.3747275,0.2298576389,58.3004060571
3.52,0.372498,1.2386111111,151.682553048
3.54,0.37044,6.4872256944,201.777491319
3.56,0.6174,10.6682527778,133.977427662
3.58,0.590646,20.6817090278,-291.275083912
3.6,2.197601,-1.0018458333,-666.819061535
3.62,0.5987065,-24.3353736111,-240.893650656
3.64,0.35672,-10.9807638889,234.00916956
3.66,0.3586065,-3.5217048611,235.093946759
3.68,0.3599785,-0.3546715278,121.922803819
3.7,0.3582635,-0.0962305556,32.8635551698
3.72,0.353976,-0.0864645833,6.1990104167
3.74,0.354662,-0.0631215278,0.1323302469
3.76,0.35329,-0.1086166667,-0.2795476466
3.78,0.348831,-0.0945631944,0.4538927469
3.8,0.3490025,-0.0650270833,0.1955179398
3.82,0.347459,-0.0788423611,-0.3668856096
3.84,0.346087,-0.1048055556,0.0019849537
3.86,0.3417995,-0.0752694444,0.3053520448
3.88,0.3438575,-0.0726493056,-0.1280295139
3.9,0.3397415,-0.1024236111,0.7073051698
3.92,0.3380265,-0.0638361111,3.3228125
3.94,0.337855,-0.0495444444,11.808820409
3.96,0.3366545,0.2479604167,22.9116589506
3.98,0.334425,0.8794138889,25.840788966
4,0.336483,2.6780201389,-27.8135021219
4.02,0.5537735,-0.1922229167,-78.3491001157
4.04,0.3249925,-2.9009701389,-23.8478954475
4.06,0.326879,-0.9837430556,28.5452883873
4.08,0.3243065,-0.3630083333,23.7923167438
4.1,0.3243065,-0.0443041667,11.6579639275
4.12,0.322763,-0.0547847222,2.5318084491
4.14,0.3222485,-0.0552611111,0.8178009259
4.16,0.3208765,-0.0666944444,1.6981278935
4.18,0.316246,0.0488298611,1.4556327161
4.2,0.3256785,0.05359375,-1.4321440972
4.22,0.3215625,-0.08360625,-1.359693287
4.24,0.3167605,-0.0042875,-0.8369888117
4.26,0.3253355,-0.0817006944,-1.239603588
4.28,0.3136735,-0.1331506944,1.8241724537
4.3,0.315217,-0.01071875,5.6931780478
4.32,0.3136735,0.1021854167,15.749615162
4.34,0.3260215,0.2715416667,44.2300617284
4.36,0.306985,0.9170486111,126.126274113
4.38,0.321734,5.5670805556,166.780441744
4.4,0.549829,7.6453270833,144.625050154
4.42,0.305613,20.5109236111,-244.878776042
4.44,2.197601,-1.0885486111,-633.313704668
4.46,0.303898,-24.0762180556,-191.792512539
4.48,0.29841,-7.8608930556,243.666961806
4.5,0.307671,-2.6158513889,197.989868827
4.52,0.301497,-0.1138569444,96.7995756173
4.54,0.300125,-0.1162388889,21.3842370756
4.56,0.297724,-0.1391055556,5.1201880787
4.58,0.291893,-0.0423986111,2.4481095679
4.6,0.296009,0.0426368056,-0.3496826775
4.62,0.298067,-0.0633597222,-2.8738821374
4.64,0.292579,-0.1455368056,1.6107899306
4.66,0.2906925,-0.1600666667,22.4283227238
4.68,0.2865765,-0.1617340278,104.837314815
4.7,0.2817745,2.6008451389,216.578960262
4.72,0.283661,8.3441895833,266.439673997
4.74,0.2886345,25.1021215278,-177.21335841
4.76,2.197601,3.4514375,-676.963167438
4.78,0.5036955,-21.6745034722,-322.842464313
4.8,0.468881,-10.8945375,138.928894676
4.82,0.2756005,-6.1068291667,202.249910301
4.84,0.2756005,-1.3617576389,144.649200424
4.86,0.263424,-0.5385576389,56.657195216
4.88,0.261023,-0.1314833333,23.8746923225
4.9,0.2563925,0.0693145833,15.577585841
4.92,0.269941,0.2977430556,19.1369386574
4.94,0.2611945,0.6335972222,25.9837056327
4.96,0.2519335,2.4746020833,-7.0092023534
4.98,0.4618495,0.3432381944,-25.7041579861
5,0.2629095,-1.8367173611,123.70496142
5.02,0.2533055,4.0393013889,328.172065008
5.04,0.4419555,10.3755118056,497.75459973
5.06,0.245588,32.7338715278,207.384985532
5.08,2.197601,31.6765263889,-637.178078704
5.1,2.197601,-0.0643125,-1096.81825907
5.12,2.197601,-31.9178173611,-637.713023727
5.14,0.225351,-32.6652715278,195.389910301
5.16,0.4563615,-10.7871118056,465.756484375
5.18,0.238728,-5.6199597222,298.966448688
5.2,0.22638,-1.1521465278,154.62623939
5.22,0.2241505,-0.4244625,50.7119280478
5.24,0.224665,-0.0990888889,15.1951514275
5.26,0.2220925,-0.1579229167,2.2049527392
5.28,0.21609,-0.1381527778,0.8224324846
5.3,0.216776,-0.1202881944,0.8555150463
5.32,0.211974,-0.1255284722,3.1001668596
5.34,0.210602,-0.0917048611,11.8564592978
5.36,0.209573,0.2046090278,22.7257349537
5.38,0.206829,0.7886618056,26.8673408565
5.4,0.2015125,2.7004104167,-26.8034915123
5.42,0.429436,-0.1588756944,-80.6569396219
5.44,0.195853,-3.0417430556,-26.3965760031
5.46,0.1925945,-1.123325,28.9482339892
5.48,0.1888215,-0.4530458333,25.7991049383
5.5,0.1864205,-0.0764604167,13.7646614583
5.52,0.1850485,-0.0023819444,2.074607446
5.54,0.1912225,-0.1233847222,-1.3418287037
5.56,0.1788745,-0.1869826389,1.5151813272
5.58,0.1775025,-0.0054784722,2.8222733411
5.6,0.1823045,0.0292979167,4.8618132716
5.62,0.183505,-0.1417256944,32.4417525077
5.64,0.1733865,0.1381527778,129.178140432
5.66,0.1747585,3.6279395833,240.850974151
5.68,0.165326,11.29113125,220.003667052
5.7,0.4066265,25.2902951389,-319.937815394
5.72,2.197601,-3.2308694444,-741.556207562
5.74,0.153664,-26.59321875,-203.654926698
5.76,0.1552075,-8.8555930556,273.707251157
5.78,0.1555505,-2.9007319444,223.484945023
5.8,0.152978,-0.1448222222,107.835256559
5.82,0.14749,-0.1310069444,24.1684654707
5.84,0.1476615,-0.1052819444,3.9599826389
5.86,0.1445745,-0.1302923611,-0.1230671296
5.88,0.141659,-0.1214791667,0.0526012731
5.9,0.139944,-0.1260048611,0.0307667824
5.92,0.135828,-0.1026618056,-0.6996961806
5.94,0.1372,-0.1395819444,-1.8622173997
5.96,0.1315405,-0.2246173611,-0.9140711806
5.98,0.1257095,-0.2024652778,1.1641753472
6,0.122451,-0.1352944444,1.5045949074
6.02,0.121765,-0.1202881944,0.8115152392
6.04,0.1181635,-0.1262430556,0.7873649691
6.06,0.1154195,-0.0909902778,0.761560571
6.08,0.1143905,-0.0562138889,-0.6623128858
6.1,0.1161055,-0.1364854167,-1.1208371914
6.12,0.1078735,-0.1686416667,1.1625212191
6.14,0.105987,-0.0605013889,2.0491338735
6.16,0.1068445,-0.0128625,-0.3493518519
6.18,0.107702,-0.0678854167,-3.1557455633
6.2,0.105301,-0.18865,-3.5891271219
6.22,0.099127,-0.2615375,-1.3428211806
6.24,0.0934675,-0.2555826389,1.6620679012
6.26,0.087465,-0.17364375,3.4465412809
6.28,0.08575,-0.060025,2.3544859182
6.3,0.0872935,-0.0481152778,-0.3215625
6.32,0.0852355,-0.1074256944,-1.5485947145
6.34,0.0821485,-0.1405347222,-1.2048668982
6.36,0.0794045,-0.1598284722,-0.3735021219
6.38,0.07546,-0.1574465278,0.571335841
6.4,0.0725445,-0.1279104167,0.9951234568
6.42,0.0704865,-0.1033763889,0.6325385802
6.44,0.0686,-0.0948013889,-0.1052025463
6.46,0.067228,-0.1057583333,-0.9501311728
6.48,0.06517,-0.1574465278,-0.8406278935
6.5,0.058653,-0.1231465278,-1.1926263503
6.52,0.062769,-0.1888881944,-1.9039014275
6.54,0.051793,-0.2698743056,0.3470360725
6.56,0.0478485,-0.1781694444,2.617492284
6.58,0.044933,-0.0938486111,1.8976157407
6.6,0.046305,-0.0919430556,0.4767197145
6.62,0.041503,-0.11361875,4.6150173611
6.64,0.0399595,-0.0674090278,29.4448032407
6.66,0.040131,-0.0809861111,137.014076003
6.68,0.0375585,2.8852493056,337.469918981
6.7,0.034986,11.8811388889,488.91692419
6.72,0.029155,35.99999375,12.7477035108
6.74,2.197601,27.0033895833,-1013.53621817
6.76,2.197601,-27.3330506944,-1013.54118056
6.78,0.016464,-36.3479958333,13.516873071
6.8,0.019551,-12.1760236111,490.192918596
6.82,0.0142345,-3.1779902778,338.915626929
6.84,0.0111475,-0.1369618056,137.83485436
6.86,0.01029,-0.1760256944,29.0666695602
6.88,0.0036015,-0.1812659722,5.5482764275
6.9,0.0012005,-0.1088548611,2.322726659
6.92,-0.0001715,-0.0566902778,1.8479918982
6.94,-0.0005145,-0.0285833333,0.9163869599
6.96,-0.0008575,-0.0281069444,0.2911265432
6.98,-0.001715,-0.0273923611,0.2494425154
7,-0.002058,-0.0231048611,0.6480873843
7.02,-0.0025725,-0.01071875,1.5370158179
7.04,-0.0029155,0.0242958333,2.9069646991
7.06,-0.0032585,0.13076875,3.0922270448
7.08,0.003773,0.1774548611,1.8499768519
7.1,0.004459,0.1905555556,1.0440856482
7.12,0.0108045,0.2210444444,0.1657436343
7.14,0.0145775,0.1929375,-0.4767197145
7.16,0.017493,0.197225,-0.6335310571
7.18,0.023667,0.16935625,-0.8247482639
7.2,0.0248675,0.1121895833,0.7761168981
7.22,0.0224665,0.2732090278,-0.5822530864
7.24,0.0427035,0.1517298611,-4.2693045911
7.26,0.030527,-0.0464479167,-1.7606539352
7.28,0.0330995,0.0695527778,1.3845052083
7.3,0.035672,0.1002798611,0.9739506173
7.32,0.0382445,0.1029,0.473742284
7.34,0.0396165,0.0959923611,0.7301321373
7.36,0.0413315,0.1255284722,1.3768962191
7.38,0.0444185,0.1653069444,1.3699488812
7.4,0.0481915,0.1965104167,0.4896219136
7.42,0.0529935,0.1869826389,-0.6547038966
7.44,0.0553945,0.1774548611,-1.9538560957
7.46,0.06174,0.0976597222,-2.4848312114
7.48,0.0591675,0.0285833333,-0.7109442515
7.5,0.0605395,0.0662180556,1.281949267
7.52,0.0619115,0.1095694444,1.9366531636
7.54,0.064827,0.1617340278,1.5753915895
7.56,0.0691145,0.1793604167,0.6725684799
7.58,0.0722015,0.180075,0.0347366898
7.6,0.075803,0.1931756944,-0.9805671296
7.62,0.081634,0.1345798611,-1.4705198688
7.64,0.080948,0.0917048611,-0.0258043981
7.66,0.0835205,0.1281486111,1.6739776235
7.68,0.08575,0.1896027778,1.8175559414
7.7,0.0914095,0.2300958333,0.3410812114
7.72,0.0955255,0.2308104167,-2.3137943673
7.74,0.1034145,0.1083784722,-3.4657291667
7.76,0.0989555,0.025725,-1.5320534336
7.78,0.1020425,0.04930625,0.5266743827
7.8,0.1010135,0.0824152778,1.1023109568
7.82,0.1058155,0.1038527778,0.9709731867
7.84,0.105301,0.1133805556,1.002732446
7.86,0.10976,0.1481569444,0.8492293596
7.88,0.1119895,0.1495861111,0.5458622685
7.9,0.115248,0.1710236111,0.0658342978
7.92,0.1191925,0.1664979167,-1.0553337191
7.94,0.122451,0.1317215278,-2.0458256173
7.96,0.125538,0.05788125,-1.6617370756
7.98,0.124166,0.01715,0.7479967207
8,0.1229655,0.1157625,1.8823977624
8.02,0.1301685,0.1579229167,0.191878858
8.04,0.1315405,0.1055201389,-0.7853800154
8.06,0.13377,0.077175,0.3592766204
8.08,0.1332555,0.1081402778,2.1199305556
8.1,0.136857,0.2012743056,2.1331635803
8.12,0.143031,0.22080625,0.6695910494
8.14,0.145775,0.2215208333,-0.6130198688
8.16,0.1524635,0.1943666667,-1.6753009259
8.18,0.1548645,0.1183826389,-1.4222193287
8.2,0.1538355,0.1533972222,-1.6885339506
8.22,0.162582,0.1255284722,-4.2871691744
8.24,0.1654975,-0.1464895833,-1.359693287
8.26,0.1476615,-0.0359673611,5.7325462963
8.28,0.159495,0.2696361111,4.8568508874
8.3,0.166698,0.2441493056,-0.1257137346
8.32,0.1696135,0.1798368056,-2.056412037
8.34,0.1730435,0.1224319444,-1.9118412423
8.36,0.1740725,0.0959923611,-0.9256500772
8.38,0.176302,0.0998034722,-0.48234375
8.4,0.178703,0.0807479167,-0.2415027006
8.42,0.1792175,0.0786041667,0.413201196
8.44,0.1812755,0.1012326389,0.8584924769
8.46,0.1833335,0.1236229167,0.8131693673
8.48,0.1864205,0.1376763889,0.5025241127
8.5,0.188993,0.1419638889,0.2001494985
8.52,0.19208,0.1481569444,-0.3546450617
8.54,0.1949955,0.1345798611,-1.1340702161
8.56,0.197568,0.1181444444,-2.2165316358
8.58,0.2025415,-0.0066694444,-1.0004166667
8.6,0.1932805,0.0371583333,1.9647733411
8.62,0.2025415,0.1503006944,1.7328645833
8.64,0.2032275,0.1095694444,1.2353028549
8.66,0.204771,0.1622104167,1.9187885803
8.68,0.209573,0.2074673611,1.4599334491
8.7,0.2124885,0.2646340278,-0.7344328704
8.72,0.2231215,0.1946048611,-3.3750829475
8.74,0.2227785,0.0245340278,-1.5492563657
8.76,0.217805,0.1095694444,1.3682947531
8.78,0.2275805,0.1867444444,-0.0545862269
8.8,0.22981,0.0909902778,-0.8075453318
8.82,0.228095,0.10075625,5.1198572531
8.84,0.233583,0.0938486111,31.7549585262
8.86,0.236327,0.2641576389,123.724149306
8.88,0.230153,3.5379020833,235.886935764
8.9,0.2200345,11.2389666667,217.105303819
8.92,0.475055,24.7612652778,-307.86367284
8.94,2.197601,-2.83618125,-715.170548804
8.96,0.237699,-25.2995847222,-196.221605903
8.98,0.2437015,-8.2088951389,262.925975116
9,0.2533055,-2.4936576389,213.348778935
9.02,0.2546775,0.0786041667,101.874109761
9.04,0.2529625,0.0702673611,22.5259162809
9.06,0.257593,0.0778895833,4.696400463
9.08,0.2557065,0.1140951389,1.7527141204
9.1,0.2608515,0.1929375,0.379456983
9.12,0.266168,0.1503006944,-1.4371064815
9.14,0.267883,0.0650270833,0.6791849923
9.16,0.266854,0.0562138889,10.7098177083
9.18,0.2690835,0.3680104167,23.7407079475
9.2,0.271656,0.9246708333,35.7777980324
9.22,0.274057,2.8540458333,0.605080054
9.24,0.4693955,1.0604416667,-42.6123244599
9.26,0.28126,0.4380395833,-51.4536390818
9.28,0.505582,-0.9401534722,-53.8508015046
9.3,0.2659965,-2.9743340278,-0
9.32,0.2855475,-0.6314534722,38.7658150077
9.34,0.286062,-0.1314833333,21.4590036651
9.36,0.2937795,-0.0092895833,8.4979176312
9.38,0.2814315,-0.0288215278,3.0968586034
9.4,0.290521,0.0743166667,2.4219743441
9.42,0.286062,0.1029,0.8254099151
9.44,0.2941225,0.1426784722,-1.829134838
9.46,0.2968665,-0.0290597222,-1.7977064043
9.48,0.289149,-0.0295361111,2.3753279321
9.5,0.2910355,0.1533972222,3.2592939815
9.52,0.299439,0.1784076389,1.6633912037
9.54,0.3013255,0.0638361111,8.3728655478
9.56,0.2985815,0.3391888889,19.4350125386
9.58,0.3044125,0.8684569444,23.9914737654
9.6,0.3026975,2.4067166667,-13.6131433256
9.62,0.497693,0.2200916667,-46.4287287809
9.64,0.2985815,-1.6242479167,6.453746142
9.66,0.294637,1.9879708333,1.8344280478
9.68,0.523418,-0.16935625,-54.8373234954
9.7,0.3002965,-2.6675395833,-13.0828298611
9.72,0.3026975,-0.7036263889,30.2219126157
9.74,0.312473,-0.1250520833,21.6416194059
9.76,0.3109295,0.1036145833,8.8548784722
9.78,0.315903,0.0464479167,0.4323890818
9.8,0.312473,0.0054784722,-0.3003896605
9.82,0.3147025,0.0371583333,-0.1131423611
9.84,0.31556,0.0042875,0.2309162809
9.86,0.3133305,0.0402548611,0.6867939815
9.88,0.317618,0.05145,0.2934423225
9.9,0.315903,0.0469243056,0.1167814429
9.92,0.319333,0.0462097222,0.2606905864
9.94,0.317275,0.0626451389,0.1902247299
9.96,0.322077,0.0683618056,-0.4631558642
9.98,0.3208765,0.0357291667,-0.7016811343
10,0.323106,0.0226284722,-0.1525106096
10.02,0.321391,0.0264395833,0.5270052083
10.04,0.323449,0.0612159722,0.9398755787
10.06,0.324821,0.05788125,2.6231163194
10.08,0.326193,0.0340618056,12.5200954861
10.1,0.324821,0.3951645833,25.1864158951
10.12,0.3297945,1.0494847222,29.3012249228
10.14,0.326879,3.0405520833,-26.770078125
10.16,0.56938,0.1086166667,-83.3548225309
10.18,0.332367,-2.8773888889,-28.8393923611
10.2,0.336483,-0.9549215278,27.0896556713
10.22,0.3335675,-0.3456201389,24.2118036265
10.24,0.334082,0.0154826389,13.0937471065
10.26,0.334425,0.0385875,3.6890364583
10.28,0.3359685,0.0595486111,1.174761767
10.3,0.3373405,0.0488298611,1.0887471065
10.32,0.3359685,0.1212409722,0.6963879244
10.34,0.3445435,0.0907520833,-0.3189158951
10.36,0.338884,0.0876555556,-0.410554591
10.38,0.348145,0.0783659722,-0.580929784
10.4,0.342657,0.0435895833,0.2441493056
10.42,0.3479735,0.0976597222,0.5723283179
10.44,0.348145,0.0788423611,0.2444801312
10.46,0.3496885,0.1193354167,-0.5882079475
10.48,0.3551765,0.0595486111,-1.4916927083
10.5,0.351918,0.0114333333,-0.2428260031
10.52,0.3534615,0.0524027778,1.0404465664
10.54,0.3548335,0.0740784722,1.4169261188
10.56,0.356377,0.1040909722,1.496324267
10.58,0.3575775,0.1710236111,0.1955179398
10.6,0.365295,0.1357708333,-0.6719068287
10.62,0.366667,-0.0338236111,8.6547289738
10.64,0.360836,0.2317631944,27.857501929
10.66,0.357406,1.0509138889,48.9909731867
10.68,0.3726695,2.83189375,66.1929128086
10.7,0.5856725,2.37741875,111.221256752
10.72,0.358435,4.7743694444,200.19151331
10.74,0.358435,22.0587111111,-181.689098187
10.76,2.197601,-0.1946048611,-619.439539931
10.78,0.365295,-22.8633319444,-200.077047647
10.8,0.36358,-7.5412361111,226.965561343
10.82,0.368382,-2.3738458333,191.890106096
10.84,0.373184,0.1362472222,94.0755574846
10.86,0.374213,0.0759840278,19.5524556327
10.88,0.375242,0.0509736111,2.5933420139
10.9,0.375928,0.0459715278,-0.3692013889
10.92,0.3771285,0.0445423611,-0.1869164738
10.94,0.3778145,0.0385875,-0.091638696
10.96,0.3785005,0.0404930556,-0.0251427469
10.98,0.3795295,0.0393020833,-0.1118190586
11,0.3798725,0.0414458333,-0.439998071
11.02,0.381416,0.0307270833,-0.9676649306
11.04,0.3822735,-0.0209611111,-0.3834268904
11.06,0.379358,-0.0166736111,1.4503395062
11.08,0.3795295,0.0733638889,1.6706693673
11.1,0.3839885,0.0940868056,-0.0344058642
11.12,0.384846,0.0466861111,-0.7870341435
11.14,0.384846,0.0338236111,-0.2626755401
11.16,0.3857035,0.042875,0.1531722608
11.18,0.3867325,0.0504972222,0.129683642
11.2,0.387933,0.04930625,-0.0645109954
11.22,0.388619,0.0464479167,-0.1882397762
11.24,0.3898195,0.0443041667,-0.3265248843
11.26,0.39102,0.0195319444,0.0817139275
11.28,0.389305,0.0452569444,0.580929784
11.3,0.3929065,0.0697909722,0.0152179784
11.32,0.393764,0.0295361111,0.049293017
11.34,0.392392,0.0566902778,0.5749749228
11.36,0.395822,0.0852736111,-0.196179591
11.38,0.3973655,0.0528791667,-1.0334992284
11.4,0.398223,0.0083368056,-0.3797878086
11.42,0.396165,0.0264395833,0.8356655093
11.44,0.398909,0.0686,0.9352440201
11.46,0.399938,0.0712201389,0.9269733796
11.48,0.400967,0.0895611111,3.1411892361
11.5,0.4045685,0.0795569444,13.9969010417
11.52,0.405769,0.3277555556,36.2326832562
11.54,0.3983945,1.4355979167,50.4452826003
11.56,0.4176025,3.9094854167,-5.9730565201
11.58,0.6415815,2.4946104167,-109.981322338
11.6,0.617057,-3.0705645833,-98.8030555556
