Run 1:Time(s),Run 1:Position(m),Run 1:Velocity(m/s),Run 1:Acceleration(m/s^2),Run 2:Time(s),Run 2:Position(m),Run 2:Velocity(m/s),Run 2:Acceleration(m/s^2),Run 3:Time(s),Run 3:Position(m),Run 3:Velocity(m/s),Run 3:Acceleration(m/s^2),Run 4:Time(s),Run 4:Position(m),Run 4:Velocity(m/s),Run 4:Acceleration(m/s^2)
0.000000000000,0.634378500000,0.003620555556,-0.011803858025,0.000000000000,0.001372000000,-0.001905555556,-0.046381751543,0.000000000000,0.487746000000,6.663251388890,-142.048514082000,0.000000000000,0.473340000000,0.048591666667,-1.432276427470
0.050000000000,0.634550000000,0.003382361111,-0.014318132716,0.020000000000,0.001372000000,-0.003453819444,-0.007211998457,0.020000000000,0.674509500000,3.619245486110,-124.430528164000,0.020000000000,0.475569500000,-0.008932291667,3.010314621910
0.100000000000,0.634893000000,0.001429166667,-0.006272453704,0.040000000000,0.001200500000,-0.003144166667,0.038805844907,0.040000000000,0.666449000000,0.982123333333,-94.835430844900,0.040000000000,0.472825500000,-0.044875833333,16.214392071800
0.150000000000,0.634550000000,0.001715000000,0.016382484568,0.060000000000,0.001200500000,-0.000952777778,0.042114101080,0.060000000000,0.669536000000,-0.034776388889,-69.330231385000,0.060000000000,0.472311000000,0.331090277778,38.289459201400
0.200000000000,0.634893000000,0.004668611111,0.011936188272,0.080000000000,0.001200500000,-0.000476388889,0.000694733796,0.080000000000,0.667992500000,-1.115226388890,-66.549906732300,0.080000000000,0.474883500000,1.301018055560,56.345458236900
0.250000000000,0.635236000000,0.004096944444,-0.012068518519,0.100000000000,0.001200500000,-0.000952777778,-0.038971257716,0.100000000000,0.663705000000,-3.386648611110,-34.415524305600,0.100000000000,0.466994500000,4.095991666670,3.833739583330
0.300000000000,0.635407500000,0.001810277778,-0.010004166667,0.120000000000,0.001200500000,-0.003096527778,-0.030105131173,0.120000000000,0.481229000000,-3.360685416670,31.382779706800,0.120000000000,0.718928000000,3.189185416670,-114.530174576000
0.350000000000,0.635236000000,0.002286666667,0.005452006173,0.140000000000,0.001029000000,-0.003096527778,0.019187885802,0.140000000000,0.479685500000,-1.101411111110,51.930027970700,0.140000000000,0.721843500000,-3.026498611110,-118.127572338000
0.400000000000,0.635579000000,0.003715833333,-0.000211728395,0.160000000000,0.001029000000,-0.001190972222,0.020511188272,0.160000000000,0.478485000000,-0.388018750000,29.787538580200,0.160000000000,0.476941500000,-4.205322916670,-1.610459104940
0.450000000000,0.635750500000,0.002858333333,-0.015614969136,0.180000000000,0.001029000000,-0.001190972222,-0.023157793210,0.180000000000,0.474540500000,-0.187935416667,13.040484182100,0.180000000000,0.468709500000,-1.509200000000,56.040205439800
0.500000000000,0.635922000000,0.001048055556,-0.013656481481,0.200000000000,0.001029000000,-0.003096527778,-0.030105131173,0.200000000000,0.467166000000,-0.075745833333,5.058654513890,0.200000000000,0.468538000000,-0.384684027778,40.918166473800
0.550000000000,0.635750500000,0.000857500000,-0.001535030864,0.220000000000,0.000857500000,-0.003334722222,0.003308256173,0.220000000000,0.472825500000,-0.015720833333,1.379873649690,0.220000000000,0.468538000000,0.002381944444,17.707441165100
0.600000000000,0.635922000000,0.002000833333,-0.006669444444,0.240000000000,0.000857500000,-0.001905555556,-0.000000000000,0.240000000000,0.468366500000,-0.039063888889,-0.522042824074,0.240000000000,0.467852000000,0.065741666667,3.488225308640
0.650000000000,0.636093500000,0.000857500000,-0.021913888889,0.260000000000,0.000857500000,-0.003334722222,-0.003308256173,0.260000000000,0.470939000000,-0.055975694444,-1.235964506170,0.260000000000,0.473683000000,0.017150000000,-1.508564814810
0.700000000000,0.636093500000,-0.001619722222,-0.014027006173,0.280000000000,0.000686000000,-0.003096527778,0.030105131173,0.280000000000,0.467166000000,-0.120526388889,-0.451973958333,0.280000000000,0.469910000000,-0.088846527778,-0.941860532407
0.750000000000,0.635750500000,-0.001143333333,0.002911265432,0.300000000000,0.000686000000,-0.001190972222,0.023157793210,0.300000000000,0.463393000000,-0.067170833333,0.185593171296,0.300000000000,0.465622500000,-0.018102777778,0.202465277778
0.800000000000,0.635922000000,0.000190555556,-0.004922685185,0.320000000000,0.000686000000,-0.001190972222,-0.020511188272,0.320000000000,0.465965500000,-0.078127777778,-0.532960069444,0.320000000000,0.471110500000,-0.018102777778,-1.012988040120
0.850000000000,0.635922000000,-0.000952777778,-0.023237191358,0.340000000000,0.000686000000,-0.003096527778,-0.018195408951,0.340000000000,0.461163500000,-0.117191666667,0.022165316358,0.340000000000,0.467337500000,-0.106949305556,-0.443637152778
0.900000000000,0.635922000000,-0.003620555556,-0.016726543210,0.360000000000,0.000514500000,-0.003096527778,0.037052469136,0.360000000000,0.460134500000,-0.103376388889,1.523451967590,0.360000000000,0.463050000000,-0.052879166667,0.721530671296
0.950000000000,0.635407500000,-0.003715833333,0.007622222222,0.380000000000,0.000514500000,-0.000952777778,0.072781635802,0.380000000000,0.455847000000,-0.040969444444,2.205945216050,0.380000000000,0.465794000000,-0.020484722222,-0.268961226852
1.000000000000,0.635407500000,-0.001429166667,0.007781018519,0.400000000000,0.000514500000,0.000238194444,0.087007137346,0.400000000000,0.457905000000,0.044065972222,0.622944637346,0.400000000000,0.464936500000,-0.088131944444,-0.308660300926
1.050000000000,0.635407500000,-0.001524444444,-0.015826697531,0.420000000000,0.000514500000,0.001905555556,0.108841628086,0.420000000000,0.460992000000,-0.022866666667,0.641470871914,0.420000000000,0.459963000000,-0.066694444444,0.910762924383
1.100000000000,0.635407500000,-0.004096944444,-0.022443209876,0.440000000000,0.000514500000,0.006193055556,0.051277970679,0.440000000000,0.457047500000,-0.099803472222,11.804850501500,0.440000000000,0.461506500000,-0.015244444444,0.687786458333
1.150000000000,0.634893000000,-0.005240277778,-0.003228858025,0.460000000000,0.000857500000,0.005954861111,-0.088992091049,0.460000000000,0.455847000000,0.157684722222,35.587904128100,0.460000000000,0.460992000000,-0.026201388889,-0.122074652778
1.200000000000,0.634721500000,-0.003525277778,0.004816820988,0.480000000000,0.000857500000,0.000952777778,-0.149864004630,0.480000000000,0.451388000000,1.057345138890,62.513470293200,0.480000000000,0.460306000000,-0.035967361111,-0.371186342593
1.250000000000,0.634721500000,-0.004382777778,0.006404783951,0.500000000000,0.000857500000,-0.002620138889,-0.088330439815,0.500000000000,0.449844500000,3.793722916670,32.156250000000,0.500000000000,0.459448500000,-0.046209722222,-0.314284336420
1.300000000000,0.634207000000,-0.003811111111,0.019161419753,0.520000000000,0.000686000000,-0.003096527778,0.007608989198,0.520000000000,0.655816000000,3.803250694440,-58.484675925900,0.520000000000,0.458419500000,-0.050973611111,-0.077744020062
1.350000000000,0.634207000000,-0.001429166667,0.013285956790,0.540000000000,0.000686000000,-0.000952777778,0.044992283951,0.540000000000,0.679997500000,0.553325694444,-105.632950424000,0.540000000000,0.457219000000,-0.046686111111,-0.000992476852
1.400000000000,0.634207000000,-0.001429166667,-0.007781018519,0.560000000000,0.000686000000,-0.000238194444,0.026135223765,0.560000000000,0.676224500000,-2.847376388890,-44.553278356500,0.560000000000,0.456533000000,-0.045018750000,-0.151848958333
1.450000000000,0.634207000000,-0.003620555556,-0.005081481481,0.580000000000,0.000686000000,0.000000000000,0.000000000000,0.580000000000,0.448301000000,-1.073542361110,17.324014274700,0.580000000000,0.455675500000,-0.050735416667,-0.338434606481
1.500000000000,0.633692500000,-0.003334722222,0.020008333333,0.600000000000,0.000686000000,-0.000238194444,-0.026796875000,0.600000000000,0.670736500000,-0.540939583333,8.735450424380,0.600000000000,0.454989500000,-0.076698611111,0.249111689815
1.550000000000,0.633692500000,-0.000095277778,0.020008333333,0.620000000000,0.000686000000,-0.000952777778,-0.049623842593,0.620000000000,0.440240500000,-0.610254166667,-10.317458526200,0.620000000000,0.451216500000,-0.041922222222,0.905800540123
1.600000000000,0.633864000000,0.000190555556,-0.005081481481,0.640000000000,0.000686000000,-0.003096527778,-0.030105131173,0.640000000000,0.651528500000,-0.990650694444,-28.369950810200,0.640000000000,0.453789000000,-0.023819444444,0.797620563272
1.650000000000,0.633864000000,-0.002000833333,-0.007886882716,0.660000000000,0.000514500000,-0.003096527778,0.030105131173,0.660000000000,0.437153500000,-2.896920833330,4.968339120370,0.660000000000,0.450359000000,-0.010242361111,0.566704282407
1.700000000000,0.633521000000,-0.002000833333,0.012703703704,0.680000000000,0.000514500000,-0.000952777778,0.049954668210,0.680000000000,0.443156000000,-0.758411111111,37.357821180600,0.680000000000,0.453103000000,0.009765972222,-0.182284915123
1.750000000000,0.633521000000,0.000381111111,0.016726543210,0.700000000000,0.000514500000,-0.000238194444,0.029112654321,0.700000000000,0.445557000000,-0.267492361111,21.379274691400,0.700000000000,0.451902500000,-0.020961111111,-0.772477816358
1.800000000000,0.633692500000,0.000762222222,0.002858333333,0.720000000000,0.000514500000,0.000000000000,0.011248070988,0.720000000000,0.444356500000,-0.082177083333,8.866457368830,0.720000000000,0.451731000000,-0.033823611111,-0.748658371914
1.850000000000,0.633692500000,-0.000381111111,0.004499228395,0.740000000000,0.000514500000,0.000000000000,0.002315779321,0.740000000000,0.440069000000,-0.102900000000,2.070637538580,0.740000000000,0.450530500000,-0.046686111111,-0.702342785494
1.900000000000,0.633521000000,0.000571666667,0.015191512346,0.760000000000,0.000514500000,0.000000000000,0.000330825617,0.760000000000,0.439383000000,-0.065741666667,1.083784722220,0.760000000000,0.450530500000,-0.078365972222,0.095277777778
1.950000000000,0.633692500000,0.002286666667,0.007145833333,0.780000000000,0.000514500000,0.000000000000,0.000000000000,0.780000000000,0.438697000000,-0.072411111111,1.212475887350,0.780000000000,0.446071500000,-0.053355555556,1.247874228400
2.000000000000,0.633864000000,0.002096111111,-0.013285956790,0.800000000000,0.000514500000,0.000000000000,0.000000000000,0.800000000000,0.434409500000,-0.000714583333,0.800597993827,0.800000000000,0.447786500000,0.002143750000,0.930281635802
2.050000000000,0.634035500000,-0.000285833333,-0.013021296296,0.820000000000,0.000514500000,0.000000000000,0.000661651235,0.820000000000,0.440412000000,-0.005954861111,-1.053017939810,0.820000000000,0.447443500000,-0.000238194444,-0.373171296296
2.100000000000,0.633692500000,-0.000381111111,0.006987037037,0.840000000000,0.000514500000,0.000000000000,0.004631558642,0.840000000000,0.435953000000,-0.085273611111,-1.169468557100,0.840000000000,0.447272000000,0.000714583333,1.144987461420
2.150000000000,0.633864000000,0.001715000000,0.006775308642,0.860000000000,0.000514500000,0.000000000000,0.022496141975,0.860000000000,0.434409500000,-0.065979861111,-0.684809027778,0.860000000000,0.449501500000,-0.092181250000,16.777490354900
2.200000000000,0.634035500000,0.001143333333,-0.006987037037,0.880000000000,0.000514500000,0.000476388889,0.058225308642,0.880000000000,0.434066500000,-0.082177083333,-1.119183063270,0.880000000000,0.444699500000,-0.217709722222,90.193649691400
2.250000000000,0.634035500000,-0.000285833333,-0.000529320988,0.900000000000,0.000514500000,0.001905555556,0.099909336420,0.900000000000,0.432351500000,-0.129815972222,-0.717560763889,0.900000000000,0.437325000000,2.258083333330,188.748586034000
2.300000000000,0.633864000000,0.000571666667,0.013338888889,0.920000000000,0.000514500000,0.006193055556,0.060210262346,0.920000000000,0.428064000000,-0.150062500000,1.187663966050,0.920000000000,0.434924000000,7.272790972220,236.491023341000
2.350000000000,0.634035500000,0.002286666667,0.006775308642,0.940000000000,0.000857500000,0.006193055556,-0.060210262346,0.940000000000,0.423433500000,-0.042875000000,1.478790509260,0.940000000000,0.437325000000,21.970579166700,-108.984875579000
2.400000000000,0.634207000000,0.002096111111,-0.013338888889,0.960000000000,0.000857500000,0.001905555556,-0.099909336420,0.960000000000,0.429436000000,-0.060263194444,0.344058641975,0.960000000000,2.197601000000,2.296909027780,-414.327988040000
2.450000000000,0.634378500000,-0.000285833333,-0.013021296296,0.980000000000,0.000857500000,0.000476388889,-0.058225308642,0.980000000000,0.420518000000,-0.059072222222,0.270615354938,0.980000000000,0.427206500000,-14.774963194400,104.994126157000
2.500000000000,0.634035500000,-0.000381111111,0.006987037037,1.000000000000,0.000857500000,0.000000000000,-0.022496141975,1.000000000000,0.426349000000,-0.037872916667,-0.263006365741,1.000000000000,0.429779000000,17.195256944400,195.846449653000
2.550000000000,0.634207000000,0.001715000000,0.006616512346,1.020000000000,0.000857500000,0.000000000000,-0.004631558642,1.020000000000,0.420346500000,-0.072887500000,-0.460178433642,1.020000000000,2.197601000000,4.884415277780,-219.662916667000
2.600000000000,0.634378500000,0.001143333333,-0.007939814815,1.040000000000,0.000857500000,0.000000000000,-0.000661651235,1.040000000000,0.422576000000,-0.066694444444,-0.182615740741,1.040000000000,0.426520500000,0.041922222222,-313.048041088000
2.650000000000,0.634378500000,-0.000285833333,-0.004816820988,1.060000000000,0.000857500000,0.000000000000,0.000000000000,1.060000000000,0.418288500000,-0.088608333333,0.471095679012,1.060000000000,2.197601000000,-7.189422916670,-381.506447724000
2.700000000000,0.634207000000,0.000285833333,0.004763888889,1.080000000000,0.000857500000,0.000000000000,-0.000330825617,1.080000000000,0.417602500000,-0.043589583333,1.374911265430,1.080000000000,0.432523000000,-24.236999305600,-18.727707368800
2.750000000000,0.634378500000,0.001429166667,-0.003281790123,1.100000000000,0.000857500000,0.000000000000,-0.002315779321,1.100000000000,0.417259500000,-0.031918055556,3.201068672840,1.100000000000,0.449158500000,-7.208240277780,298.203895640000
2.800000000000,0.634550000000,-0.000476388889,-0.004022839506,1.120000000000,0.000857500000,0.000000000000,-0.011248070988,1.120000000000,0.416573500000,-0.029536111111,12.531012731500,1.120000000000,0.444699500000,-2.701125000000,198.237657215000
2.850000000000,0.634207000000,-0.000285833333,0.015191512346,1.140000000000,0.000857500000,-0.000238194444,-0.029112654321,1.140000000000,0.416230500000,0.295361111111,24.971710069400,1.140000000000,0.428407000000,-0.201036111111,96.404900655900
2.900000000000,0.634378500000,0.002096111111,0.017255864198,1.160000000000,0.000857500000,-0.000952777778,-0.049954668210,1.160000000000,0.415030000000,0.959685416667,29.460021219100,1.160000000000,0.434581000000,-0.039302083333,22.030008680600
2.950000000000,0.634550000000,0.002477222222,0.002646604938,1.180000000000,0.000857500000,-0.003096527778,-0.030105131173,1.180000000000,0.414001000000,2.978383333330,-27.460180362700,1.180000000000,0.433380500000,-0.116238888889,4.050628858020
3.000000000000,0.634721500000,0.001333888889,0.003017129630,1.200000000000,0.000686000000,-0.003096527778,0.030105131173,1.200000000000,0.653929500000,0.002143750000,-85.109852430600,1.200000000000,0.426177500000,-0.057881250000,0.864447337963
3.050000000000,0.634550000000,0.002191388889,0.012015586420,1.220000000000,0.000686000000,-0.000952777778,0.049623842593,1.220000000000,0.416230500000,-3.062942361110,-29.418998842600,1.220000000000,0.431665500000,-0.039540277778,-0.467787422840
3.100000000000,0.634893000000,0.003715833333,0.002381944444,1.240000000000,0.000686000000,-0.000238194444,0.026796875000,1.240000000000,0.410914000000,-1.108080555560,28.648175154300,1.240000000000,0.426863500000,-0.101947222222,-0.643125000000
3.150000000000,0.635064500000,0.002858333333,-0.013021296296,1.260000000000,0.000686000000,0.000000000000,0.000000000000,1.260000000000,0.410056500000,-0.408503472222,25.329001736100,1.260000000000,0.425320000000,-0.080986111111,-0.226284722222
